Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Glycerol
extracells:pattern.fluid:0, ME Fluid Pattern: Methanol
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
extracells:pattern.fluid:0, ME Fluid Pattern: Diluted Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Chloroform
extracells:pattern.fluid:0, ME Fluid Pattern: Diluted Hydrochloric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Hypochlorous Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Ammonia
extracells:pattern.fluid:0, ME Fluid Pattern: Chloramine
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethylamine
extracells:pattern.fluid:0, ME Fluid Pattern: 1,1-Dimethylhydrazine
extracells:pattern.fluid:0, ME Fluid Pattern: Dinitrogen Tetroxide
extracells:pattern.fluid:0, ME Fluid Pattern: Silicone Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethyldichlorosilane
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene
extracells:pattern.fluid:0, ME Fluid Pattern: Polystyrene
extracells:pattern.fluid:0, ME Fluid Pattern: Butadiene
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene-Butadiene Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Dichlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Acetic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Methyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Ethenone
extracells:pattern.fluid:0, ME Fluid Pattern: Tetranitromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Vinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Polyphenylene Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Sulfate Water Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Blue Vitriol Water Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Propane
extracells:pattern.fluid:0, ME Fluid Pattern: Propene
extracells:pattern.fluid:0, ME Fluid Pattern: Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Butene
extracells:pattern.fluid:0, ME Fluid Pattern: Butane
extracells:pattern.fluid:0, ME Fluid Pattern: Calcium Acetate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Cumene
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Gallium Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Zinc Ferrite
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Concentrate
extracells:pattern.fluid:0, ME Fluid Pattern: Lead-Zinc Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Tetrafluoroethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Salt Water
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Propene
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Propane
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butane
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butene
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butadiene
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Propene
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Propane
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butane
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butene
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butadiene
extracells:pattern.fluid:0, ME Fluid Pattern: Chloromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Allyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Isoprene
extracells:pattern.fluid:0, ME Fluid Pattern: Charcoal Byproducts
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phenol
extracells:pattern.fluid:0, ME Fluid Pattern: Bisphenol A
extracells:pattern.fluid:0, ME Fluid Pattern: Fiber-Reinforced Epoxy Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Biomass
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Electrical Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Hydroxide Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Iron III Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: ZPM Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: LuV Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: IV Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: EV Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: HV Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: MV Superconductor Base
extracells:pattern.fluid:0, ME Fluid Pattern: Positive Matter
extracells:pattern.fluid:0, ME Fluid Pattern: Neutral Matter
extracells:pattern.fluid:0, ME Fluid Pattern: Sterilized Growth Medium
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Growth Medium
extracells:pattern.fluid:0, ME Fluid Pattern: Neutronium
extracells:pattern.fluid:0, ME Fluid Pattern: Fish Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
extracells:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
extracells:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
extracells:pattern.fluid:0, ME Fluid Pattern: Hootch
extracells:pattern.fluid:0, ME Fluid Pattern: Fire Water
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid XP
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
extracells:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Mundane Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Thick Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Awkward Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Night Vision
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Night Vision
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Invisibility
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Invisibility
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Leaping
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Leaping
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Leaping
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Fire Resistance
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Fire Resistance
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Swiftness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Swiftness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Swiftness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Slowness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Slowness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Water Breathing
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Water Breathing
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Healing
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Healing
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Harming
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Harming
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Regeneration
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Regeneration
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Regeneration
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Strength
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Strength
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Strength
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Weakness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Weakness
extracells:pattern.fluid:0, ME Fluid Pattern: Potion of Luck
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade:2, ME Upgrade (Tier 1)
extracells:oc.upgrade:1, ME Upgrade (Tier 2)
extracells:oc.upgrade:0, ME Upgrade (Tier 3)
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock, ME Fluid Interface
extracells:fluidfiller, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive
extracells:vibrantchamberfluid, Fluid Vibration Chamber
quantumstorage:quantum_tank, Quantum Tank
quantumstorage:quantum_barrel, Quantum Barrel
quantumstorage:crater, Crating Machine
quantumstorage:chest_iron, Iron Storage Crate
quantumstorage:chest_gold, Gold Storage Crate
quantumstorage:chest_diamond, Diamond Storage Crate
quantumstorage:quantum_storage_unit, Quantum Storage Unit
quantumstorage:quantumcrafter, Quantum Crafter
quantumstorage:trashcan, Trash Can
quantumstorage:trashcanfluid, Fluid Trash Can
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
